crop,temp,humid,moisture,cropage,texture,water
coconut,15,40,20,A,clay,61
coconut,15,40,30,A,clay,53
coconut,15,40,40,A,clay,38
coconut,15,40,50,A,clay,23
coconut,15,40,60,A,clay,8
coconut,15,40,70,A,clay,0
coconut,15,40,80,A,clay,0
coconut,15,40,90,A,clay,0
coconut,15,50,0,A,clay,74
coconut,15,50,10,A,clay,66
coconut,15,50,20,A,clay,58
coconut,15,50,30,A,clay,50
coconut,15,50,40,A,clay,35
coconut,15,50,50,A,clay,20
coconut,15,50,60,A,clay,5
coconut,15,50,70,A,clay,0
coconut,15,50,80,A,clay,0
coconut,15,50,90,A,clay,0
coconut,15,60,0,A,clay,71
coconut,15,60,10,A,clay,63
coconut,15,60,20,A,clay,55
coconut,15,60,30,A,clay,47
coconut,15,60,40,A,clay,32
coconut,15,60,50,A,clay,17
coconut,15,60,60,A,clay,2
coconut,15,60,70,A,clay,0
coconut,15,60,80,A,clay,0
coconut,15,60,90,A,clay,0
coconut,15,70,0,A,clay,68
coconut,15,70,10,A,clay,60
coconut,15,70,20,A,clay,52
coconut,15,70,30,A,clay,44
coconut,15,70,40,A,clay,29
coconut,15,70,50,A,clay,14
coconut,15,70,60,A,clay,0
coconut,15,70,70,A,clay,0
coconut,15,70,80,A,clay,0
coconut,15,70,90,A,clay,0
coconut,15,80,0,A,clay,65
coconut,15,80,10,A,clay,57
coconut,15,80,20,A,clay,49
coconut,15,80,30,A,clay,41
coconut,15,80,40,A,clay,26
coconut,15,80,50,A,clay,11
coconut,15,80,60,A,clay,0
coconut,15,80,70,A,clay,0
coconut,15,80,80,A,clay,0
coconut,15,80,90,A,clay,0
coconut,15,90,0,A,clay,62
coconut,15,90,10,A,clay,54
coconut,15,90,20,A,clay,46
coconut,15,90,30,A,clay,38
coconut,15,90,40,A,clay,23
coconut,15,90,50,A,clay,8
coconut,15,90,60,A,clay,0
coconut,15,90,70,A,clay,0
coconut,15,90,80,A,clay,0
coconut,15,90,90,A,clay,0
coconut,16,0,0,A,clay,90
coconut,16,0,10,A,clay,82
coconut,16,0,20,A,clay,74
coconut,16,0,30,A,clay,66
coconut,16,0,40,A,clay,51
coconut,16,0,50,A,clay,36
coconut,16,0,60,A,clay,21
coconut,16,0,70,A,clay,6
coconut,16,0,80,A,clay,0
coconut,16,0,90,A,clay,0
coconut,16,10,0,A,clay,87
coconut,16,10,10,A,clay,79
coconut,16,10,20,A,clay,71
coconut,16,10,30,A,clay,63
coconut,16,10,40,A,clay,48
coconut,16,10,50,A,clay,33
coconut,16,10,60,A,clay,18
coconut,16,10,70,A,clay,3
coconut,16,10,80,A,clay,0
coconut,16,10,90,A,clay,0
coconut,16,20,0,A,clay,84
coconut,16,20,10,A,clay,76
coconut,16,20,20,A,clay,68
coconut,16,20,30,A,clay,60
coconut,16,20,40,A,clay,45
coconut,16,20,50,A,clay,30
coconut,16,20,60,A,clay,15
coconut,16,20,70,A,clay,0
coconut,16,20,80,A,clay,0
coconut,16,20,90,A,clay,0
coconut,16,30,0,A,clay,81
coconut,16,30,10,A,clay,73
coconut,16,30,20,A,clay,65
coconut,16,30,30,A,clay,57
coconut,16,30,40,A,clay,42
coconut,16,30,50,A,clay,27
coconut,16,30,60,A,clay,12
coconut,16,30,70,A,clay,0
coconut,16,30,80,A,clay,0
coconut,16,30,90,A,clay,0
coconut,16,40,0,A,clay,78
coconut,16,40,10,A,clay,70
coconut,16,40,20,A,clay,62
coconut,16,40,30,A,clay,54
coconut,16,40,40,A,clay,39
coconut,16,40,50,A,clay,24
coconut,16,40,60,A,clay,9
coconut,16,40,70,A,clay,0
coconut,16,40,80,A,clay,0
coconut,16,40,90,A,clay,0
coconut,16,50,0,A,clay,75
coconut,16,50,10,A,clay,67
coconut,16,50,20,A,clay,59
coconut,16,50,30,A,clay,51
coconut,16,50,40,A,clay,36
coconut,16,50,50,A,clay,21
coconut,16,50,60,A,clay,6
coconut,16,50,70,A,clay,0
coconut,16,50,80,A,clay,0
coconut,16,50,90,A,clay,0
coconut,16,60,0,A,clay,72
coconut,16,60,10,A,clay,64
coconut,16,60,20,A,clay,56
coconut,16,60,30,A,clay,48
coconut,16,60,40,A,clay,33
coconut,16,60,50,A,clay,18
coconut,16,60,60,A,clay,3
coconut,16,60,70,A,clay,0
coconut,16,60,80,A,clay,0
coconut,16,60,90,A,clay,0
coconut,16,70,0,A,clay,69
coconut,16,70,10,A,clay,61
coconut,16,70,20,A,clay,53
coconut,16,70,30,A,clay,45
coconut,16,70,40,A,clay,30
coconut,16,70,50,A,clay,15
coconut,16,70,60,A,clay,0
coconut,16,70,70,A,clay,0
coconut,16,70,80,A,clay,0
coconut,16,70,90,A,clay,0
coconut,16,80,0,A,clay,66
coconut,16,80,10,A,clay,58
coconut,16,80,20,A,clay,50
coconut,16,80,30,A,clay,42
coconut,16,80,40,A,clay,27
coconut,16,80,50,A,clay,12
coconut,16,80,60,A,clay,0
coconut,16,80,70,A,clay,0
coconut,16,80,80,A,clay,0
coconut,16,80,90,A,clay,0
coconut,16,90,0,A,clay,63
coconut,16,90,10,A,clay,55
coconut,16,90,20,A,clay,47
coconut,16,90,30,A,clay,39
coconut,16,90,40,A,clay,24
coconut,16,90,50,A,clay,9
coconut,16,90,60,A,clay,0
coconut,16,90,70,A,clay,0
coconut,16,90,80,A,clay,0
coconut,16,90,90,A,clay,0
coconut,17,0,0,A,clay,91
coconut,17,0,10,A,clay,83
coconut,17,0,20,A,clay,75
coconut,17,0,30,A,clay,67
coconut,17,0,40,A,clay,52
coconut,17,0,50,A,clay,37
coconut,17,0,60,A,clay,22
coconut,17,0,70,A,clay,7
coconut,17,0,80,A,clay,0
coconut,17,0,90,A,clay,0
coconut,17,10,0,A,clay,88
coconut,17,10,10,A,clay,80
coconut,17,10,20,A,clay,72
coconut,17,10,30,A,clay,64
coconut,17,10,40,A,clay,49
coconut,17,10,50,A,clay,34
coconut,17,10,60,A,clay,19
coconut,17,10,70,A,clay,4
coconut,17,10,80,A,clay,0
coconut,17,10,90,A,clay,0
coconut,17,20,0,A,clay,85
coconut,17,20,10,A,clay,77
coconut,17,20,20,A,clay,69
coconut,17,20,30,A,clay,61
coconut,17,20,40,A,clay,46
coconut,17,20,50,A,clay,31
coconut,17,20,60,A,clay,16
coconut,17,20,70,A,clay,1
coconut,17,20,80,A,clay,0
coconut,17,20,90,A,clay,0
coconut,17,30,0,A,clay,82
coconut,17,30,10,A,clay,74
coconut,17,30,20,A,clay,66
coconut,17,30,30,A,clay,58
coconut,17,30,40,A,clay,43
coconut,17,30,50,A,clay,28
coconut,17,30,60,A,clay,13
coconut,17,30,70,A,clay,0
coconut,17,30,80,A,clay,0
coconut,17,30,90,A,clay,0
coconut,17,40,0,A,clay,79
coconut,17,40,10,A,clay,71
coconut,17,40,20,A,clay,63
coconut,17,40,30,A,clay,55
coconut,17,40,40,A,clay,40
coconut,17,40,50,A,clay,25
coconut,17,40,60,A,clay,10
coconut,17,40,70,A,clay,0
coconut,17,40,80,A,clay,0
coconut,17,40,90,A,clay,0
coconut,17,50,0,A,clay,76
coconut,17,50,10,A,clay,68
coconut,17,50,20,A,clay,60
coconut,17,50,30,A,clay,52
coconut,17,50,40,A,clay,37
coconut,17,50,50,A,clay,22
coconut,17,50,60,A,clay,7
coconut,17,50,70,A,clay,0
coconut,17,50,80,A,clay,0
coconut,17,50,90,A,clay,0
coconut,17,60,0,A,clay,73
coconut,17,60,10,A,clay,65
coconut,17,60,20,A,clay,57
coconut,17,60,30,A,clay,49
coconut,17,60,40,A,clay,34
coconut,17,60,50,A,clay,19
coconut,17,60,60,A,clay,4
coconut,17,60,70,A,clay,0
coconut,17,60,80,A,clay,0
coconut,17,60,90,A,clay,0
coconut,17,70,0,A,clay,70
coconut,17,70,10,A,clay,62
coconut,17,70,20,A,clay,54
coconut,17,70,30,A,clay,46
coconut,17,70,40,A,clay,31
coconut,17,70,50,A,clay,16
coconut,17,70,60,A,clay,1
coconut,17,70,70,A,clay,0
coconut,17,70,80,A,clay,0
coconut,17,70,90,A,clay,0
coconut,17,80,0,A,clay,67
coconut,17,80,10,A,clay,59
coconut,17,80,20,A,clay,51
coconut,17,80,30,A,clay,43
coconut,17,80,40,A,clay,28
coconut,17,80,50,A,clay,13
coconut,17,80,60,A,clay,0
coconut,17,80,70,A,clay,0
coconut,17,80,80,A,clay,0
coconut,17,80,90,A,clay,0
coconut,17,90,0,A,clay,64
coconut,17,90,10,A,clay,56
coconut,17,90,20,A,clay,48
coconut,17,90,30,A,clay,40
coconut,17,90,40,A,clay,25
coconut,17,90,50,A,clay,10
coconut,17,90,60,A,clay,0
coconut,17,90,70,A,clay,0
coconut,17,90,80,A,clay,0
coconut,17,90,90,A,clay,0
coconut,18,0,0,A,clay,92
coconut,18,0,10,A,clay,84
coconut,18,0,20,A,clay,76
coconut,18,0,30,A,clay,68
coconut,18,0,40,A,clay,53
coconut,18,0,50,A,clay,38
coconut,18,0,60,A,clay,23
coconut,18,0,70,A,clay,8
coconut,18,0,80,A,clay,0
coconut,18,0,90,A,clay,0
coconut,18,10,0,A,clay,89
coconut,18,10,10,A,clay,81
coconut,18,10,20,A,clay,73
coconut,18,10,30,A,clay,65
coconut,18,10,40,A,clay,50
coconut,18,10,50,A,clay,35
coconut,18,10,60,A,clay,20
coconut,18,10,70,A,clay,5
coconut,18,10,80,A,clay,0
coconut,18,10,90,A,clay,0
